,Business Name,Funded
5219,"North Carolina Renewable Properties, LLC",1209722.0
1690,CleanWorld,1209203.0
4116,"SC Lease Co, LLC",1208109.0
9272,"SR Memphis, LLC",1207888.0
3928,Hi Gear Inc,1207571.0
7092,Albany Engineering Corporation,1199576.0
5886,"Forem Energy Group, LLC",1196455.0
5124,"CII Methane Management IV, LLC",1192438.0
1159,NRG Residential Solar Solutions LLC,1189241.0
6847,"Wall Solar Partners, LLC",1188852.0
829,"Fashion Square Eco, LP",1188649.0
428,"Pixley Cogen Partners, LLC",1184522.0
5564,Bayshore Soleil LLC,1183684.0
766,Diamond Pet Foods Processors LLC,1183080.0
7970,Farm Power Misty Meadow LLC,1182852.0
4111,S&S Solar Project 1 LLC,1179917.0
2838,"Greenavations Power Dublin, LLC",1176638.0
6412,"Piedmont Power, LLC",1173843.0
4064,Pegasus Renewable Energy Partners LLC,1173413.0
5168,Farrington Solar Farm LLC,1172754.0
2887,"SDD Solar Project 4, LLC",1171154.0
6486,Research & Manufacturing Corporation of America (RAMCOA),1170604.0
4475,"Rumford Falls Hydro, LLC",1170014.0
1573,"Vintage Oaks Senior Apartments, L.P.",1169372.0
6288,"Nautilus Solar Gibbstown, LLC",1165868.0
5214,"Murphy Farm Power, LLC",1165066.0
8532,"Kovatch Partners, LP",1161776.0
3424,Astellas US LLC,1160482.0
1456,"SunE GLT Patton Solar, LLC",1159953.0
1379,"SHDP PPRT I, LLC",1158711.0
306,"Solar H2O, LLC",1157645.0
6809,"UB Solar, Inc.",1156710.0
8796,The Prudential Insurance Company of America,1154571.0
6734,"Syncarpha Jets Solar, LLC",1150812.0
435,"Gills Onions, LLC",1141560.0
4026,MySolar VII LLC,1141032.0
5394,"1985 Rutgers Solar, LLC",1140821.0
2150,"Sungevity USB Residential Lessee 2011, LLC",1137413.0
414,"Merced Power, LLC",1136519.0
410,Ampersand Chowchilla Biomass LLC,1136207.0
6693,"Summit Water Nexus, Mount Holly, LLC",1134356.0
2244,"Altus Power Funds SAI, LLC",1133750.0
1972,Lighthouse Finance,1133270.0
3345,Zachary Ridge LLC,1131579.0
9481,"Kennecott Utah Copper, LLC",1130396.0
9261,Soltas Smyrna LLC,1126685.0
1962,Kilowatt Systems LLC,1126638.0
9541,"Ameresco, Inc.",1126276.0
7864,"Solar Advocate 2010-4, LLC",1126187.0
3090,"Pukana Solar, LLC",1124794.0
6831,Verterra Solar Fund LLC,1121779.0
6297,New Canton Solar LLC,1118948.0
3685,Pepperell Hydro Company LLC,1118617.0
5936,"GLC-(NJ) NACR 1, LLC",1118561.0
650,"BoDean Co., Inc.",1117922.0
218,"Master Tenant 2008-A, LLC",1116296.0
6251,Millstein Energy LLC,1113649.0
9269,"SR Agricenter, LLC",1111022.0
8729,"SEC BESD Solar One, LLC",1110727.0
5741,DANIC III LLC,1108855.0
5203,"Martins Creek Solar NC, LLC",1108350.0
939,"Hilltop Ranch, Inc",1105909.0
401,"Syncarpha UofA, LLC",1103893.0
4215,"USB SolarCity Master Tenant IV, LLC",1103548.0
9997,"UW-Oshkosh Foundation-Witzel, LLC",1102265.0
2123,"Solar Energy Leasing, LLC",1101438.0
4380,"Metlife Capital, Limited Partnership ",1099580.0
535,"ABCO Laboratories, Inc.",1098792.0
5839,"enXco Solar Assets, Inc.",1098256.0
6407,Philadelphia Sign Company,1097374.0
421,ABEC Bidart-Stockdale LLC,1097303.0
1026,Lakeside Dairy,1096114.0
5710,Contract Filling Inc.,1094282.0
5940,Glopak Corp,1093379.0
8781,Sunstream Energy,1092000.0
6095,"Kam Hing Realty NJ, LLC",1091815.0
5280,"FLS Solar 70, LLC",1090938.0
5970,Hamilton Station Park Ride LLC,1087800.0
1230,"Plantronics, Inc.",1084021.0
7073,"OfficePower, Inc.",1082885.0
6608,Simsmetal East LLC,1080435.0
5995,Heyco Products Inc.,1080163.0
6126,Kleen Tech Solutions,1077766.0
1404,Solar Benefits,1076001.0
5490,Alliance Shippers,1074888.0
8145,"Big Top, LLC",1073733.0
2231,US Surgical Corporation,1073715.0
6285,"National Performance Packaging Holdings, LLC",1073168.0
1378,"SHDP MAC, LLC",1072635.0
3635,"Orleans Solar, LLC",1070378.0
6421,Piscataway One Solar LLC,1068606.0
2226,Siemens Energy Inc.,1067156.0
9712,Farm Power Lynden LLC,1065385.0
2119,"SMPA Solar1, LLC",1064511.0
6704,"SunLight Bergen County Parking Deck I, LLC",1062987.0
4196,"The Shop Solar, LLC",1061420.0
7087,MEPT Octagon LLC,1060029.0
3788,"BWC Bluefish River, LLC",1056839.0
2527,DataComm Services LLC,1056503.0
694,"Central Valley Solar, LLC",1056260.0
3178,Link Energy LLC,1055503.0
8102,"SSA Solar of OR, LLC",1053503.0
3895,Gois Solar One LLC,1052564.0
3129,"SunRun OBS Owner I, LLC",1051468.0
8322,Country Meadows Associates LLP,1049370.0
6894,"WR–TGC Solar Generation V, LLC",1046762.0
7551,"SES Renewable Assets, LLC",1045885.0
6076,"JMCM Renewable Ventures, LLC",1045551.0
5462,"Access Solar, LLC",1038304.0
5905,Frontage Road Solar LLC,1038015.0
9395,LCM Energy Solutions,1032975.0
3610,Evonik Stockhausen LLC,1032496.0
6625,"Solar House, LLC",1032375.0
9274,"SR Pulaski, LLC",1032002.0
1722,"Foundation IE Master Tenant, LLC",1029248.0
1399,SMX Capital Inc,1029023.0
5832,Engelhard Solar LLC,1026394.0
3683,"Indian River Power Supply, LLC",1024112.0
560,Alliance Solar Capital 1 LLC,1023546.0
3506,"Testa Properties, LLC",1022731.0
1316,River Garden Farms Co,1022705.0
4200,Tomorrow Comes Today LLC,1022364.0
1310,"RE-SDS, LLC",1021772.0
474,"G2 Energy, Ostrom Road LLC",1020887.0
9614,"PurposeEnergy, Inc.",1020421.0
8505,"John F. Martin & Sons, Inc.",1019434.0
6311,"Newark Industrial Associates, LP",1019227.0
7891,"Solar Advocate Development - 7, LLC",1015536.0
534,A1 Solar Power Inc,1014151.0
2371,"Clean Feet Investors, LLC",1009943.0
5848,"Evinos Corporation, Inc",1009727.0
3789,"BWC Fivemile River, LLC",1009612.0
547,"Affordable Energy Partners, LLC",1009446.0
1542,"U.S. Bancorp Equipment Finance, Inc.",1004249.0
679,"Cark Zeiss Meditec, Inc.",1004196.0
1364,"SD Solar I, LLC",1003127.0
6324,NJ Solar System LLC,1001330.0
6488,Resource Solar LLC,1000620.0
9797,"Pagel's Ponderosa Dairy, LLC",999588.0
9077,"Tengasco, Inc.",999530.0
4386,"MTC Logistics, Inc",997958.0
437,"M&L Commodities, Inc.",997913.0
8615,Morningstar Solar LLC,997011.0
4519,"Sietsema Farms Feeds, L.L.C.",994688.0
851,Fresh Air Energy III LLC,993670.0
1147,"Nikken, Inc.",993008.0
1566,Venida Packing Company,992957.0
5883,Foley Incorporated,992152.0
6698,"SunE PSNJ Holdings, LLC",992006.0
8728,"SEC Bellefonte SD Solar One, LLC",990437.0
6722,"SunRun Solar Tenant II, LLC",990350.0
6056,Jack Daniels Motors,989881.0
9719,"Green Energy Today, LLC",987574.0
473,G2 Energy (Hay Road) LLC,985420.0
4152,Southborough Solar LLC,982788.0
1586,"Watsonville Coast Produce, Inc.",982178.0
824,"Fabricated Extrusion Company, LLC",981887.0
8977,"Kline's Services, Inc.",981110.0
9806,"WTE-Wakker, LLC",979426.0
9450,Alstom Wind Texas LLC,978724.0
5656,CD Energy Services LLC,978139.0
2079,"RSBF E-470 I, LLC",977334.0
2291,MP2-DLL Solar Trust,976253.0
592,Aquatic Adventures LLC,976071.0
6954,"Sunrise NM Kerr, LLC",973120.0
4217,"Uxbridge MA 2, LLC",972990.0
645,Blue Advent Partners,972720.0
3327,"Luther College Wind Energy Project, LLC",971249.0
230,"Monster Energy, LLC",971180.0
1168,"Oakbrook Associates, LLC",969163.0
5638,BWD Associates,967754.0
3726,Adams MA 1 LLC,966600.0
4441,"TCC Solar, LLC",965781.0
5491,Alliance Solar Capital 1 LLC,961832.0
6994,Wohle Ranch,958986.0
9804,WTE-Deer Run,957155.0
7054,"Lawnhurst Energy, LLC",956646.0
4426,"Solar Energy Leasing, LLC",949863.0
9747,"Mound Solar Master Tenant V, LLC",949436.0
4072,Phoenix Finance LLC,948224.0
7705,Van Erk Dairy LLC,947527.0
4266,"Agreen Energy, LLC",946950.0
1562,"Vanir Energy, LLC",946287.0
3336,Roeder Family Wind Farm LLC,944310.0
5108,"W.E. Partners II, LLC",943754.0
7636,"USB SolarCity Master Tenant IV, LLC",943466.0
3341,Windwalker LLC,938650.0
3784,"Broadway Renewable Strategies Milton, I, LLC",937502.0
1353,"Sandman, Inc. dba Star Concrete",937305.0
4388,"Nautilus Solar Talbot County, LLC",937023.0
719,Clif Bar & Company,936775.0
7932,"Pearl Valley Cheese, Inc.",935877.0
1403,"Solar Access California, LLC",935723.0
128,"Eastbound Solar, LLC",934371.0
9787,Bach Digester LLC,932988.0
4987,KCE&L Solar dba U.S. Solar,932876.0
3344,"Wolverine Wind Energy, LLC",932299.0
7590,"SunPower SolarProgram II, LLC",932270.0
935,"HF Logistics-SKX, LLC",929978.0
9713,Farm Power Rexville LLC,929755.0
5174,General Electric Aviation,929423.0
200,"Kohl's Department Stores, Inc",928130.0
2969,"FCSR FIT 1, LLC",927738.0
481,"Toro Energy of California SLO, LLC",927318.0
6586,Seoul Shik Poom Inc,925060.0
337,"SunRun Solar Tenant II, LLC",924529.0
2233,MEPT Edgemoor TRS Energy LLC,924427.0
8459,"HHG, LLC",923158.0
5788,"Dykes Lumber Company, Inc.",922740.0
2239,Optiwind Corp.,922325.0
9631,"Troy Mills Hydroelectric, Inc.",919642.0
1377,"SHDP INL I, LLC",918779.0
1301,Redwood Hill Farm & Creamery,917897.0
6650,"Spiral Binding Co., Inc.",917742.0
1343,Sam Menlo dba Menlo Trust,916238.0
7603,TE-DLL Solar Trust,914495.0
1213,"Pasadena Windsor Solar, LLC",914418.0
6621,"Solar Energy Leasing, LLC (CEG)",912438.0
3986,Marion MA 1 LLC,912208.0
3300,Buffalo Center Wind LLC,911882.0
2112,"SHDP CFC I, LLC",911409.0
3670,"Garelick Farms, LLC",910268.0
9439,"Universal Services Fort Hood, Inc.",909238.0
6806,Turtle & Hughes,908841.0
6816,United Solar Power LLC.,904691.0
7052,Gardeau Crest Farms LLC,904166.0
9618,Four Hills Farm Partnership,904117.0
4650,Clean Green Energy LLC,902648.0
5937,"GLC-(NJ) NACR 2, LLC",902622.0
3627,"Jefferson Solar, LLC",902271.0
3301,"Bulldog Wind Energy, LLC",901456.0
945,Hot Solar Inc,900756.0
4409,"Rockville Solar Group, LLC",900366.0
448,Semiconductor Corporation,900000.0
2912,LOGANEnergy Corporation,900000.0
8312,Colonial Solar LLC,898950.0
6829,"Venice Energy - Trenton, LLC",898600.0
7617,Tomorrow Comes Today LLC,898049.0
4269,"Berkshire East Ski Resort, LLC",897893.0
3312,Greenfield Wind Power LLC,897110.0
8107,"SunE Solar VIII, LLC",896412.0
633,Ben Curti Farms,896200.0
4207,United Salvage Corp. of America,893076.0
304,Solar Flagstaff One LLC,892715.0
2464,Suwannee Farms LLC,891966.0
3104,"Sequoia Pacific Solar I, LLC",891956.0
1006,Kanwarjit S Batth & Gagandip S Batth Partnership,891870.0
7807,"Hubert North America Service, LLC",891518.0
423,"Fiscalini Properties, L.P.",890729.0
9801,Vir-Clar Farm Power LLC,888945.0
3745,"ANC SOLAR, LLC",887433.0
5544,Aurobindo Pharma USA Inc,886828.0
2631,MLH Phase 3 LLC,885305.0
6915,"Affordable Solar Silver City, LLC",884708.0
479,San Marcos Energy LLC,883384.0
1208,Paramount Farms International,881794.0
735,"CP Pacific Ridge Solar, LLC",881545.0
9001,"Serralles Solar 1, LLC",880475.0
5796,Eagle Solar LLC,880051.0
3147,"USB SolarCity Master Tenant IV, LLC",877538.0
1992,"Metlife Capital, Limited Partnership ",877137.0
3865,"Fall River Commerce Solar, LLC",876306.0
8780,"SunRun Solar Tenant IV, LLC",874379.0
1797,"AZ Solar I, LLC",873325.0
4177,SunRun Pacific Solar LLC,873287.0
282,"RSBF Brown Road, LLC",872671.0
335,SunRun Pacific Solar LLC,872104.0
101,"Clean Energy Systems, LLC",871669.0
480,Santa Cruz Energy LLC,870677.0
3064,"MW Energy, LLC",869162.0
9887,"Johnson Controls, Inc.",869080.0
4770,"Best Power Int'l, LLC",868703.0
3306,"Cumberland Rose Wind Energy, LLC",867099.0
3319,"Junction Hilltop Wind 5, LLC",864739.0
3997,Massachusetts Mutual Life Insurance Company,864062.0
1035,LightBeam Power Company Gridley Main LLC,862499.0
7939,"ONU Wind, LLC",861848.0
6776,"Tioga Solar Deptford, LLC",861387.0
2300,"SHDP MAC, LLC",861018.0
5147,Bristol Solar Lessee,860706.0
5225,"Owenby Solar Lessee, LLC",858429.0
5178,"Green Power Solar Lessee, LLC",858429.0
3315,"Junction Hilltop Wind 1, LLC",858366.0
6990,James A Edgmon Farming,857280.0
6993,Sunnybrook Farm LLC,857280.0
9683,"SunPower SolarProgram II, LLC",856678.0
6810,Unimac Graphics LLC,856478.0
3827,"Creative Development Company, LLC",854845.0
9041,Lockhart Power Company,854198.0
3081,"Penrose/Walsh FBI Honolulu, LLC",853767.0
3318,"Junction Hilltop Wind 4, LLC",853158.0
129,Ecosense Energy LLP,852926.0
3309,"Forward Fontanelle Power, LLC",852401.0
2297,"SC Lease Co, LLC",851518.0
3316,"Junction Hilltop Wind 2, LLC",850673.0
6909,"Ridgewood Green RME, LLC",850561.0
905,Greenworks Renewable Energy,850073.0
2634,Murphree Land Holdings LLC,849912.0
3351,"Riverside Investments, LLC",847220.0
3317,"Junction Hilltop Wind 3, LLC",847158.0
4433,"Sungevity USB Residential Lessee 2011, LLC",846715.0
1172,O'Breins Market,842523.0
3791,"BWC Origination Fairhaven One, LLC",842394.0
3342,"Wiota Wind Energy, LLC",842386.0
3131,"SunRun Solar Tenant III, LLC",841297.0
5828,EMSL Analytical Inc.,841082.0
198,Kingman Energy Corp,839516.0
149,"FSL Solar One, LP",838436.0
6777,"Tioga Solar Linden, LLC",837926.0
3328,"Meadow Ridge Wind Energy, LLC",836615.0
2257,DBS Energy Inc.,835585.0
6670,"Stafford Park Solar 1, LLC",834990.0
9316,EFS Midstream LLC,832582.0
6892,WR-TGC Solar Generation 1 LLC,832283.0
6094,Kalustyan Corporation,829835.0
3650,"Sugar Hill Crossing, LLC",828744.0
7981,"LFG Ventures, Inc.",826063.0
6395,"Pem Electric, LLC",825350.0
7459,MS Solar Holdings Inc. f/k/a MS LC Corp.,825205.0
7712,"Renewable Energy Services of Ohio, LLC",822555.0
8527,"Kiowa Energy 23, LLC",821709.0
5478,Algonquin One Solar LLC,820834.0
7703,"Mill Creek Digester, LLC",820628.0
903,"Greenleaf-TNX Sikh Solar, LLC",819835.0
4660,LCS Westminster V LLP,818252.0
5362,"Forem Energy Group, LLC (c/o Wuhl, Shafman & Lieberman, Inc.)",817023.0
4431,"St. Mary's Standard Solar, LLC",815529.0
3807,CC Power Two LLC,814539.0
6002,"HIP Solar, L.L.C.",814236.0
7772,"CV Kinsman, LLC",811163.0
4328,"Cooke Solar, LLC",810728.0
5170,"FLS RCC, LLC",810600.0
9565,Lexington Solar LC,810307.0
7051,Boxler Dairy Farms,810108.0
9807,Diversey,809456.0
4809,"MCC Solar, LLC",808640.0
2696,"The Lamar Company, LLC",806229.0
2369,Washington Gas Energy Services,806055.0
2159,"SunShare, LLC",803807.0
6125,Klaus Rexroth Inc.,801305.0
6684,"Strato, Inc",801000.0
6250,Miller Alternative Energy Co. LLC,800447.0
6382,"Park Place Solar Power, LLC",799920.0
5819,Elegant Headwear Company Inc.,799073.0
1594,"Westfield Eco, Inc",798997.0
430,Baker Hughes Oilfield Operations Inc,798771.0
4173,"SunPower Residential I, LLC",798544.0
4937,Brighter Days Solar Energy LLC,798489.0
2312,"SunE GIL Holdings, LLC",798253.0
6203,"Mandelbaum Solar Partners, LLC",797742.0
334,"SunRun OBS Owner I, LLC",796517.0
4387,"Nautilus Solar Frederick BOE, LLC",794132.0
3728,AES Distributed Energy,793550.0
7713,Urban Renewables III LLC,793500.0
2795,PowerSecure Inc.,793282.0
476,"J&A-Whittier, LLC",793220.0
8503,John D Yoder,793164.0
3735,"AllEarth Services, LLC",791844.0
142,"Far Horizons East Solar, LLC",791503.0
9406,NRG SunCap LLC,791387.0
7983,C-Drop Hydro LLC,791283.0
6130,"Konrad Beer Distributor, Inc.",791100.0
6411,Pictorial Offset Corporation,788932.0
6317,NGL Property Mangement LLC,788490.0
9791,"Dairy Dreams, LLC",788298.0
6042,"ISH Solar Beach, LLC",787227.0
5999,Highpoint Energy Enterprises,786904.0
7876,"Solar Advocate Development - 25, LLC",786313.0
9728,"BF Blocker, LLC",786208.0
3701,"15 Union Solar, LLC",786048.0
874,"GLC-(CA) Morgan Hill, LLC",785371.0
3039,"Live Oak Ventures, LLC",784803.0
2982,Gleamco Solar Ventures LLC,784803.0
9617,Dubois Energy LLC,783543.0
1342,Salida Hulling,782496.0
179,"IKEA Property, Inc",782081.0
7896,"Solar Energy Leasing, LLC (CEG)",780348.0
9075,"Alcoa Gas Producers, LLC",780325.0
5714,"Cornell & Company, Inc.",779624.0
6700,"SunEdison Residential Services, LLC",778734.0
8029,"Eiger Lease Co, LLC",777936.0
1725,"FPL Energy Green Power Wind, LLC",777827.0
1324,Rombauer Vineyards Inc,777371.0
1689,"Clean World Partners, LLC",777289.0
1822,Catalyst Clean Energy Finance LLC,776549.0
4658,Diamond K Feeds LLP,776384.0
6562,Seashore Asphalt Corporation,775870.0
6563,"SEC HSD Solar One, LLC",775248.0
5709,"Conte's Pasta Company, Inc",773758.0
6035,Intergity Energy Branchburg llc,772999.0
3826,"County Road Solar, LLC",772450.0
7972,"RES - Ag FGO, LLC",772260.0
7041,Andreola Farms Inc.,771432.0
7247,Broadway Stages LTD,770692.0
4631,"Solar Tracker, Inc.",770691.0
6862,West End Road Associates d/b/a 100 Alexander Solar,769608.0
5934,GL Solar LLC,768367.0
1693,"Zero Waste Energy, LLC",767723.0
151,"FSL Solar Two, LP",765767.0
5431,"611 Industrial Way, LLC",765088.0
6341,NRG Residential Solar Solutions LLC,764512.0
5501,"Altus Power Funds, LLC Series II",764444.0
1351,"San Rafael Airport Solar Partners, LLC",763127.0
6666,SRMB LLC,761805.0
9524,"UofU Solar 1, LLC",761378.0
6461,"Quakerbridge Partners, LLC",761291.0
3089,"Pukana La Solar I, LLC",760729.0
6345,NSE-DLL Solar Trust,759606.0
5829,"Enchante Solar Energy, LLC",759088.0
246,NRG Solar Iguana LLC,758683.0
6347,Oak Glen Properties,757975.0
367,Vail Energy LLC,755541.0
9886,"Jefferson Solar Park, LLC",755088.0
2327,"Wr-TGC Solar Generation IX, LLC",755010.0
995,JHH Motor Cars dba Sierra Toyota Scion,753660.0
4175,"SunPower SolarProgram II, LLC",752806.0
5958,"Green Acres Manor, Inc",752779.0
611,Avidbank,751643.0
9432,Technology Credit Corporation,751497.0
9447,"Winnco Solar Partners One, LLC",750437.0
5525,"Asbury Farms Solar, LLC",749892.0
6783,Tomorrow Comes Today LLC,748765.0
685,CBS Broadcasting Inc,748728.0
6246,Milk Industry Management Corp,748437.0
2680,Stoneridge 3800 Corp.,747665.0
6754,The Espoma Company,747423.0
9076,"Bi County Gas Producers, LLC",747008.0
5241,"Rural Solar Lessee, LLC",744000.0
3331,Norsemen Wind Energy LLC,743697.0
688,"CDG Renewable Energy IVDA, LLC",741874.0
8170,Arlin L. Benner (D/B/A Yippee! Farms),741653.0
2971,"FCSR FIT 3, LLC",741584.0
6602,Shrewsbury Physician Group LLC,741312.0
1460,"Sungevity SD, LLC",740048.0
215,Maha International Inc,740036.0
2135,"Springs Solar Star, LLC",738335.0
3161,"Y. Hata & Company, Limited",737779.0
6539,Santelli Family Ltd Partnership,737454.0
6889,Worldwide Athletic,737078.0
8051,"Joseph Community Solar, LLC",736982.0
3314,Hamilton Wind Energy LLC,735441.0
1164,NRG Solar SC Stadium LLC,733730.0
2296,"RivCan Associates, LLC",733360.0
3095,RC Energy HDOE LLC,733201.0
4179,"SunRun Solar Tenant II, LLC",732643.0
3804,"Catania Solar, LLC",732081.0
9603,"CDP Holdings, LLC",731909.0
5631,Buena Ventures LLC,729745.0
868,GlaxoSmithKline,729692.0
3294,"Ag Land Energy 5, LLC",729084.0
510,"1750 Nortpoint Pkwy., LLC",728051.0
6564,Secaucus One Solar LLC,727650.0
419,"West Biofuels, LLC",726982.0
9623,Monument Farms Three Gen LLC,725842.0
2051,"RaboSolar I, LLC",725337.0
272,"Renewable Energy - I, LLC",723921.0
2986,Green Street Energy LLC,723819.0
880,"GLE Imperial, LLC",723533.0
9357,"Blue Heron Properties, LLC",723496.0
3420,Plug Power Inc,723334.0
416,"Ortigalita Power Company, LLC",722261.0
852,"Fresno Beverage Company, Inc.",721268.0
3107,SMB II LLC,721032.0
922,"Heliacal Group, LLC",720152.0
2692,"TD Bank, NA",718920.0
6357,One Ethel Boulevard LLC,718701.0
6697,"SunE GIL Holdings, LLC",718692.0
5428,565 W Energy LLC,717728.0
5988,Hedberg Irrv Tr,717461.0
7973,"RES - Ag Lochmead Farms, LLC",716982.0
8736,"Shank's Extracts, Inc.",716400.0
5695,Computer Data Source Inc,716188.0
1132,"MySolar IIB, LLC",715661.0
7050,"Aurora Ridge Dairy, LLC",713482.0
1516,"Tioga Solar IV, LLC",713315.0
8108,"SunRun OBS Owner I, LLC",713208.0
1080,Mathews Rice Dryer,712527.0
802,"Encinal Del Monte Plant 48 Reuse, LLC",712368.0
150,"FSL Solar Three, LP",711458.0
3295,"Ag Land Energy 6, LLC",709513.0
3421,Somerset Leasing Corp IV,709300.0
4216,Uxbridge MA 1 LLC,707048.0
9799,"Statz Bros., Inc.",706904.0
5137,"American Express, Inc.",706529.0
1688,"3 Phases Renewables, LLC",705705.0
4267,"BGreen Energy, LLC",705661.0
3667,Acton Bio Energy LLC,704400.0
9298,"Wamplers Farm Sausage Co., Inc.",704002.0
6584,Senior Living Solar,702752.0
6148,Lakewood Six Solar LLC,702702.0
5689,"Colavita Real Estate, LLC",701904.0
1321,Roberti Ranch Inc,701800.0
1360,Schramsberg Vineyard Company,700448.0
9204,"Lincoln Farm IV, LLC",700335.0
9205,"Lincoln Farm ll, LLC",700335.0
9203,"Lincoln Farm III, LLC",700335.0
9202,"Lincoln Farm I, LLC",700335.0
2163,"The Grove Student Properties, Inc.",698631.0
3096,"RC-K, LLC",698545.0
5744,David & Nathan Mandelbaum,696739.0
4178,"SunRun Solar Tenant I, LLC",696490.0
4816,Murphy Warehouse Company,696072.0
4133,"Solar Edge Energy, LLC",695871.0
8110,"SunRun Solar Tenant IV, LLC",695606.0
4251,Wickaboag Solar LLC,695096.0
5417,"41 James Street Company, LLC",694963.0
2972,"FCSR FIT 4, LLC",694953.0
3875,Forrestall Charlton LLC,694399.0
3871,"Flair One, LLC",693806.0
879,"GLC-CA Z7 Water, LLC",692445.0
5342,Revolution Energy LLC,692404.0
3758,Baker Road Solar Farm LLC,692368.0
1309,"RE-PRI, LLC",691788.0
5685,Clover Solar LLC,691546.0
5844,"Ethical Products, Inc.",688068.0
7685,"Canastota Wind Power, LLC",686900.0
34,3 Penny Power LLC,686165.0
7515,"Renewable Solar III, LLC",685602.0
9381,"Genesis Solar, LLC-Cross Moceri",684313.0
5324,Great Lakes Hydro America LLC,684247.0
6487,"Resintech, Inc.",682886.0
8603,Meck Energy Partners,682802.0
9475,"RKR Ranch, LLC",681820.0
6278,Murray Hill Racquet Club,679689.0
6149,Lakewood Two Solar LLC,679140.0
1995,"MFP Co II, LLC",677939.0
7917,Urban Renewables I LLC,676929.0
5866,Fessenden Hall Inc.,673062.0
5533,Astor Chocolate,672984.0
124,DSS-USF PHX LLC,672035.0
3744,Ampere Solar Master Tenant I LLC,670939.0
186,James K Wilson Produce Company,669729.0
148,Fresh & Easy Neighborhood Market Inc.,669274.0
9628,"Bethel Mills Electric, LLC",667888.0
9716,"Van Dyk-S Holsteins, LLC",666409.0
6221,"McGrory Glass, Inc.",666099.0
7060,"Walker Farms, LLC",665689.0
6132,KPMG LLP,664534.0
2202,Zions Credit Corporation,664500.0
3106,SMB I LLC,664409.0
3702,162 Pond Street Realty Trust,664099.0
5562,Bayonne Two Solar LLC,663795.0
4078,Princeton Crossing L.P.,663019.0
2077,"RSBF Breckenridge I, LLC",662135.0
5640,"C&K Plastics, Inc",661805.0
294,SHDP STV I LLC,660139.0
2232,"Carla's Pasta, Inc",659893.0
1425,Southwest Traders,659859.0
5617,"Britton Industries, Inc.",659491.0
570,Amaral Ranches,658780.0
2602,Lamar Texas Limited Partnership,658482.0
2701,"Trinidad Properties, LLC",658116.0
5384,"121 Ridge Solar, LLC",658101.0
6205,Marin Boulevard Solar LLC,657252.0
6293,"Nautilus Solar Ocean City Two, LLC",657074.0
2613,"MAC Energy Investments, LLC",656646.0
2666,SAFT America Inc.,655697.0
1942,"J&A Solar Leasing, LLC",655515.0
6935,"New World Renewable Energy Leasing, Inc",654867.0
4238,"Wells Energy TRS, LLC",654410.0
3814,Clarke Distribution Corporation,654163.0
5874,"First Hope Bank, N.B.A.",653360.0
923,"Helio mUH Med Center, LLC",652464.0
3948,JDH Solar Systems LLC,652305.0
9790,"Cow Poo, LLC",652039.0
6842,Vreeland Two Solar LLC,650982.0
6628,"Solar NJ Project Eight, LLC",648834.0
8095,Solar Energy Leasing LLC,647696.0
8306,CIT Solar LLC,647378.0
7058,Thomas L. and Diane R. Roach,647068.0
5,Alaska Environmental Power LLC,646828.0
6477,"RC Energy JCP1, LLC",646260.0
3337,Story Wind Energy,646089.0
2066,"Renewable Energy Ventures, LLC",645997.0
5106,"Prestage Farms, Inc.",645941.0
5136,"Alpha Energy Lessee, LLC",645046.0
5845,Everflow Supplies Inc,644963.0
9621,"Kane's Cow Power, LLC",643930.0
587,"Antioch Sun Harvest Partners, LLC",643818.0
247,NRG Solar Star LLC,643540.0
5791,Dynamic Wholesale Distributors,643182.0
9259,Sodergren Properties,641258.0
3896,Gois Solar Two LLC,640861.0
676,"Cameron Park Senior Living, LLC",639947.0
954,"Hydro Systems, Inc",639860.0
1373,"SH COD II, LLC",639206.0
5627,BSC Solar PPA II LLC,638293.0
3632,"Make It Right - Solar, Inc",637304.0
1347,San Clemente Villas by the Sea,636578.0
1400,"SNS EH-HACSB CEC, LLC",636259.0
9275,"SR Ripley, LLC",635998.0
4395,NRG SunCap LLC,635653.0
5447,"930 Power Partners, LLC",635572.0
8285,Cabot Kjellerup Realty Trust,635390.0
5134,"Airport Solar One, LLC",634563.0
9311,"Sprint Communications Company, L.P.",634514.0
7292,Deutsche Bank AG,633889.0
3682,Crane & Co. Inc.,632403.0
7700,"Northern Development, LLC",631174.0
1354,"Santa Cruz Solar One, LLC",631170.0
6037,International Rollforms Inc.,630069.0
4167,"SunE Solar VIII, LLC",629153.0
5902,Frenchtown Solar LLC,628320.0
7084,"UTS Project Company HNY-1, LLC",627912.0
5361,"RED-Burlington, LLC",625681.0
262,"PowerPlay Solar I, LLC",625164.0
8998,Oak Leaf Solar X LLC,624944.0
5582,BIE Real Estate Holdings LLC,623345.0
2118,"Sixth Avenue Place, LLC",623188.0
4274,Forbes Park LLC,620685.0
703,"Chase Glendale Green Services, LLC",620259.0
3052,MCDT LLC,620109.0
5742,Danic Two LLC,618930.0
2867,"Luckie Street Properties, LLC",618896.0
9814,"GL Biogas I, LLC",617782.0
1078,Master Tenant 2008-B LLC,617100.0
3637,Red River Solar LLC 2,613713.0
8174,Jay Cliff Sensenig,611904.0
9254,"Sharp Mfg. of America, Division of Sharp Electronics Corporation",609546.0
6321,NJ Bulb Solar LLC,609180.0
